uic,unit,mcn,dscrp,dscrp_2,dscrp_3,dscrp_4,dscrp_5,dscrp_6,int_by
00246,AIMD NAS NORTH ISLAN,16PR7I2,COPILOT WINDOW CHIPPED ABOVE SCUPPER., , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,16PR7KF,RED PITCH HORN NON RFI BY DIRECTION OF TYCOM FOR NO RECORD., , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,16PR7RG,BLADE FOLD TEST SET POWER CABLE ASSEMBLY INOP, , , , , ,DC LINGAD
00246,AIMD NAS NORTH ISLAN,16PR81B,"HOVER ALTITUDE KNOB LOOSE.DOES NOT ALLOW FOR PRECISE ADJUSTMENTS, WOULD JUST BY 5 FOEET OR MORE WHEN MOVING", , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,16PR84P,RAST WILL NOT WORK ELECTRONICALLY, , , , , , T DAWSON
00246,AIMD NAS NORTH ISLAN,16PR8CP,RED E-BEARING CRACKED, , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,16PR8F4,"SCIR CHANGE: 16PR80G. AFCS DEGRADED WITH CPLR / ALT CUBES DURING COUPLED HOVER. RADALT FLUCTUATED AS LOW AS 15-20' WITH AIRCRAFT AT 70'. NO RADALT OR AFCC FAULTS / FAILS DISPLAYED ON DIAG. RADALT WORDS 028A, 028C, 0288, 03FE, DISPLAYED ***UPDATE*** AFCS D",EGRAGDED CPLR/ ALT CUBES DURING ENTIRE FLIGHT. RADALT READOUT WAS FUNCTIONING PROPERLY WITH NO FLUCTUATIONS. RADALT HOLD WOULD NOT ENGAGE.***UPDATE** RADALT HOLD ENGAGED. RADALT FLUCTUATIONS THROUGHOUT FLIGHT. AT 70FT RADALT FLUCTUATED TO 15FT., , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,16PR8H7,TAIL ROTOR INDEXER WILL NOT EXTEND. MOTOR TRIES TO DRIVE BUT DOES NOT INDEX., , , , , ,AT1 D RILEY
00246,AIMD NAS NORTH ISLAN,16PR8HQ,CABIN DOOR WINDOW CRACKED, , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIPJ55,OUTBOARD BEARING ON BLUE DAMPER WORN OOL. SEVERE SCORING AND GOUGING IN BORE ON BLUE INBOARD DAMPER, , , , , ,JR DARGUE
00246,AIMD NAS NORTH ISLAN,1IIPSSJ,REMOVE AND REPLACE #2 ENGINE FOR RAILING TORQUE REPEATABILITY CHECK DURING FRC WORK REQUEST, , , , , ,A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,1IIPVF5,REMOVE AND REPLACE #2 ENGINE DUE TO HIGH TIME GAS GEN TURBINE ROTOR/STATOR MATCHED ASSY; PART NO: 6082T04G16; SERNO: MRSGA313 FROM ENGINE/APU SERNO: 0325101 REFER TO MCN: 1IIPV3E, , , , , ,AJ WOODS
00246,AIMD NAS NORTH ISLAN,1IIQ2QQ,"#2 ENG ETF OOL. TTV 128, TRQMES 116,STR 0.90, 16 DEG C @ 1000PA, ETF 0.82", , , , , ,A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,1IIQ2QR,NO.2 ENGINE FAILS MAX POWER CHECKS WITH A 0.87 ETF, , , , , ,A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,1IIQJZF,"DURING RECEIVING AND SCREENING ACCEPTANCE INSPECTION OF OUTBOARD STAB ASSEMBLY, FOUND THE FORMATION LIGHT CANNON PLUG TO BE EXTERNALLY AND INTERNALLY CORRODED. REFER TO PQDR RCN: R09822-24-0127", , , , , ,EK AVILA
00246,AIMD NAS NORTH ISLAN,1IIQL2T,REMOVE AND REPLACE COMPONENT NOMENCLATURE MAIN ROTOR BIFILAR ASSY;  PART NO: 70107-28400-044;  SERNO: B240-00045, , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIQOZN,RECIEVED SAS 1 FAIL WITH AFCS DEGRADED DURING HOVER CHECKS, , , , , ,AT1 J SANDS
00246,AIMD NAS NORTH ISLAN,1IIQX8D,OUTBOARD RETENTION PLATE PILOT BUSHING WORN OOL., , , , , ,JR DARGUE
00246,AIMD NAS NORTH ISLAN,1IIR31A,MRH ACCUM OUT OF LIMITS(FLUID OVERSERVICED) AND LOW PS1 (1450 PSI), , , , , ,SI FERMINJIMENEZ
00246,AIMD NAS NORTH ISLAN,1IIR50R,SCIR CHANGE: 1IIQI62. RED AND YELLOW BLADE PITCHLOCK MOTOR IN-OP., , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,1IIR5WF,REMOVE AND REPLACE COMPONENT NOMENCLATURE MAIN ROTOR BLADE ASSY ; PARTNO:70150-29100-041, , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIR7WF,CREW HOVER GRIP WORKS INTERMITTENTLY WHEN LOWERING HOIST.  FIRST 2 ATTEMPTS TO LOWER HOIST USING CREW HOVER GRIP RESULTED IN NO MOVEMENT.  3RD ATTEMPT HAD A SECOND DELAY BEFORE HOIST MOVED DOWN.  NO ISSUES RAISING HOIST UP.  NO ISSUES NOTED WITH THE PENDA, , , , , , K NGUYEN
00246,AIMD NAS NORTH ISLAN,1IIR7WL,"ON AUTO APP AIRCRAFT DEVELOPS UNCOMMANDED ROLL LEFT, OCCURED ON THREE ATTEMPTS. NO CAUTIONS/ADIVSORIES OR OTHER INDICATIONS", , , , , ,AE2 R ERICKSEN
00246,AIMD NAS NORTH ISLAN,1IIR84U,RED PITCH LOCK HOUSING INTERNALLY SEIZED, , , , , ,HD TAMPLIN
00246,AIMD NAS NORTH ISLAN,1IIR84V,YELLOW PITCH LOCK HOUSING INTERNALLY SEIZED, , , , , ,HD TAMPLIN
00246,AIMD NAS NORTH ISLAN,1IIR96S,"PITCH TORQUE SHAFT INPUT PUSHROD BUSHING CAME OFF DURING 546 DAY INSPECTION. OLD PUSHROD MEASURE 12"" BOLTHOLE-CENTER TOBOLTHOLE-CENTER.", , , , , ,CIV N NGUYEN
00246,AIMD NAS NORTH ISLAN,1IIRBS1,"AMC BACKUP MODE WITH CSCG I/O. PILOT WIRED TO RAD 1, CP WIRED TO RAD 2. PORT COULD HEAR ICS, ONLY TALK ON CALL. NO OPERATION AT ANY OTHER CREW STATION.", , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRCCM,REMOVE AND REPLACE COMPONENT NOMENCLATURE MAIN ROTOR BLADE ASSY; PART NO: 70150-29100-041; SERNO: A237-00574; POS CD: BLACK, , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1IIRD3F,"GUST LOCK CAUTION WAS ON, AIRCREW VISUALLY INSPECTED AND CONFIRMED THE GUST LOCK WAS NOT ENGAGED. MOVED THE GUST LOCK SWITCH TO UNLOCK AND THE CAUTION STAYED. PULLED THE RTR HEAD IDX ENGAGE CIRCUIT BREAKER AND THE CAUTION EXTINGUISHED", , , , , , E BRAVO
00246,AIMD NAS NORTH ISLAN,1IIRDFE,SCIR CHANGE:  1IIQIEN.  #2 ENGINE DOOR NEEDS FIBERGLASS REPAIR ON AFT EDGE., , , , , ,CIV N NGUYEN
00246,AIMD NAS NORTH ISLAN,1IIRDN2,LUBRICATION PORT ON DISCONNECT COUPLING WORN, , , , , , S CLAUDE
00246,AIMD NAS NORTH ISLAN,1IIRDNK,"BLADE FOLD PITCH LOCKS WILL NOT DRIVE IN, HAVE FLIGHT AND SPREAD LIGHT.", , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRDV8,SCIR CHANGE: THE CLR/SEC PUSHBUTTON ON THE RADIO PANEL FOR RAD 2 IS INOP. WAS STILL ABLE TO SWITCH CLR/SECURE VIA THE RADIO TUNE MENU., , , , , ,AT3 B REYNOLDS
00246,AIMD NAS NORTH ISLAN,1IIRDVG,TAIL LANDING GEAR SHOCK STRUT BEARING OOL., , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRE07,BLUE PITCH LOCK REDUCTION GEAR HOUSING SEIZED., , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRE08,BLACK REDUCTION GEAR HOUSING INSERTS DAMAGED., , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIREMQ,TLG YOKE EXCEEDS 0.020 INCH WEAR DEPTH AND 1.375 INCH REPAIR LENGHT FOR AREA B, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1IIREV8,"SCIR CHANGE: 1IIRE1V. COLLECTIVE HDG TRIM CHECK FAILED TO THE RIGHT ONLY FCF YAW TRIM CHECK. LAGS EXCESSIVELY, 5+ SEC PER DEG", , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRGCY,COPILOT FD FAILADVISORY. NO ACTUAL FAIL., , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1IIRGEN,#2 ENGINE HIRSS EXTENDER CRACKED ON LOWER STRUT MOUNTING FRAME., , , , , ,CIV M BASOBAS
00246,AIMD NAS NORTH ISLAN,1IIRGF2,WALKING BEAM ASSY  P/N: 70400-08104-048 BEARING WORN OOL., , , , , , R OGALINO
00246,AIMD NAS NORTH ISLAN,1IIRGF3,AFT LONGITUDINAL BELL CRANK ASSY P/N: 70400-08102-045 BEARING WORN OOL., , , , , , R OGALINO
00246,AIMD NAS NORTH ISLAN,1IIRGI9,FWD FIRE BOTTLE OVERBOARD DISCHARGE LINE CRACKED., , , , , , T CABA
00246,AIMD NAS NORTH ISLAN,1IIRGPH,FORWARD FIRE BOTTLE LINE CRACKED, , , , , , A RANCOURT
00246,AIMD NAS NORTH ISLAN,1IIRH3N,"CIN 2455 R/H MAIN LANDING GEAR TIRE AND WHEEL ASSY., 
P/N: 70000-12100-042, S/N: 26628, PUNTURE BETWEEN OUTBOARD TREADS.", , , , , ,CIV R OGALINO
00246,AIMD NAS NORTH ISLAN,1IIRH3Q,LH MLG TIRE PUNCTURED AND WORN OOL., , , , , , R OGALINO
00246,AIMD NAS NORTH ISLAN,1IIRH8C,LATERAL BELLCRANK BUSHING TEFLON RIPPED., , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1IIRH8D,FORWARD BELLCRANK BUSHING TEFLON RIPPED., , , , , ,AM2 A LAGERSTROM
00246,AIMD NAS NORTH ISLAN,1IIRHGE,RADALT RT FLUCTUATES FROM 90 TO 30 FT IN FLIGHT WHEN UNDER 100 FT, , , , , ,HD TAMPLIN
00246,AIMD NAS NORTH ISLAN,1IIRHHK,AFT SWASHPLATE LINK BUSHINGS GOUGED AND CORRODED, , , , , ,HD TAMPLIN
00246,AIMD NAS NORTH ISLAN,1IIRHIH,#PUMP INSUFFICIENT PRESSURE BUILDIP WHILE ENGINS WERE ENGAGED., , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRHO2,PILOT CDU SCREEN BROKEN, , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,1IIRHOK,BROKEN JETT PANEL, , , , , , E LUCERO
00246,AIMD NAS NORTH ISLAN,1IIRHQG,"CIN 1127  LH COCKPIT WINDOW. P/N: 70206-21202-047,  CRACKED AND CHIPPED AROUND VENT HOLE.", , , , , , R OGALINO
00246,AIMD NAS NORTH ISLAN,1IIRHQR,CIN: 1040 P/N: 96209-01009-041 INTERGRANULAR CORROSION ON BALLAST COVER ASSEMBLY, , , , , ,CIV S SNYDER
00246,AIMD NAS NORTH ISLAN,1IIRHSN,STBD STRUT ACTIVELY LEAKING, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1IIRHYU,SCIR CHANGE: 1IIOWJ2. UNPUT DEVICE FAIL ADVISORY FOR BOTH PILOT AND COPILOT AND DURATION, , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRI07,"DURING POST ENGAGMENT CHECKS,WHEN MOVING T/R SWITCH FROM NORM TO BACKUP,LOST B/U COMPUTER, COPILOT FLIGHT AND MISSION DIPLAYS,AND #1 GEN.B/U COMPUTER CYCLED AND CAME BACK ON.", , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRI0C,AFT BELLCRANK INTERIOR LINER GOUGED OOL, , , , , , D JOHNSON
00246,AIMD NAS NORTH ISLAN,1IIRI0S,PARTS FOR #2 INTAKE BUILDUP, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1IIRI1S,"ALL STORE JETT SHELL CRACKED IN HALF, ALL PARTS ACCOUNTED FOR AND TURNED INTO MX CNTRL", , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRI6V,TLG YOKE UPPER AND LOWER WASHERS DELAMINATED (PN 70250-13107-101), , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRI8K,TAIL LANDING GEAR FORK JOURNAL SURFACE IS DAMAGED., , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRI8L,TAIL ROTOR COUPLING ASSY KEY OOL, , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRI99,"AFCS DEGRADED WITH CPLR,CORD,AS,AND SAS1 CUBES ILLUMINAED. CANT CLEAR THEM", , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1IIRI9B,"ON DECK WITH ROTORS STATIC, LEFT SEAT FLIGHT DISPLAY INDICATED 70 KIAS WHILE THE RIGHT SEAT FLIGHT DISPLAY INDICATED 0 KIAS. OVER THE COURSE OF 5-7 MINUTES, THE LEFT AIRSPEED CLIMBED TO 90 KIAS, AND RIGHT SEAT CLIMBED TO 15 KIAS. THE STAB WAS INITIALLY BE","ING PROGRAMMED TO 5 DEGREES TRAILING EDGE DOWN, AND THEN 0 DEGREES WITH THE INCREASE IN LEFT SEAT AIRSPEED. AIRSPEED SPLIT ON DECK, LH READING 70 KTS AND CLIMBING, RH READING 14 KTS.", , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRI9P,STAB CHECK FAILED DURING SYS CHECKS (AUTOMODE OP AND MANUAL SLEW TIMING). AUTO MODE FAILED ON ATTEMPTED RE-ENGAGEMENT AT 0 DEGREE POSITION (TRIPPED AFTER 10 DEGREES OF DOWN SLEW). MANUAL SLEW MODE ALSO TOOK LONGER THAN NORMAL WHEN SLEWING FROM 3 4 DEGREES, TRAILING EDGE DOWN TO 5-10 DEGREES UP (10-12 SECONDS VICE EXPECTED 4-8) APPEARED TO SLOW SIGNIFICANTLY ONE REACHING NEAR A 0 DEGREE POSITION. AFTER INITIAL FAIL ON CHECK ANY ATTEMPT TO RE-ENGAGE AUTO MODE TRIPPED A FAILURE., , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1IIRI9Q,LOWER STAB ACTUATOR FAILING, , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1LLR74M,"SCIR CHANGE: 1IIOPNB. ECS FAILED ECS CHECK. STARTED CHECK IN MANUAL HOT, EXTREMLY HOT AIR BLOWS OUT.ECS IMMEDIATLY SHUTS DOWN WHEN TEMPERTURE SWITCH IS MOVED TO COLD. ECS WOULD NOT RESTART IN ANY MODE AFTER THIS FIRST SHUTDOWN.", , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1TPSPOF,ICING RATE SIGNAL CONVERTER INOP., , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1TPST5W,AFCS DEGRADED FOR ALL GROUND TURNS. COUPLER / ALTITUDE / SAS 1 CUBES  ILLUMINATED AND UNABLE TO CLEAR, , , , , ,JR DARGUE
00246,AIMD NAS NORTH ISLAN,1TPSTY7,PITCH TRIM SERVO OOL DUE TO RADIAL PLAY ON FWD PITCH TRIM INPUT LEVER BEARING, , , , , ,AM2 A DE ASIS
00246,AIMD NAS NORTH ISLAN,1TPSWJO,YELLOW BLADE HAS HALLOW INDENTION NEAR SPAR OF BLADE., , , , , ,DC LINGAD
00246,AIMD NAS NORTH ISLAN,1TPT0F9,#2 ENGINE FAILS POWER CHECK, , , , , ,AZ2 MARTINEZ
00246,AIMD NAS NORTH ISLAN,1TPT0M6,PQDR REFER RCN- R42300-25-0005 RED MAIN ROTOR BLADE OOL. BIM INDICATOR SHOWING BLACK UPON RECEIPT. ACTS SHOWS BIM WAS CHANGED PREVIOUSLY ON BLADE., , , , , ,MD CUEVAS
00246,AIMD NAS NORTH ISLAN,1TPT0QD,ROLL SERVO INPUT LEVER BEARING OOL., , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1TPT0QE,YAW SERVO INPUT LEVER BEARING OOL, , , , , , K CURTIS SALGADO
00246,AIMD NAS NORTH ISLAN,1TPT15V,D-116.1:YELLOW REDUCTION GEAR HOUSING SCREW INSERT WORN, , , , , ,AE2 B EAVES
00246,AIMD NAS NORTH ISLAN,1TPT3WE,EXCESSIVE WEAR ON UPPER FWD SCISSOR., , , , , ,AD3 S HANSEN
00246,AIMD NAS NORTH ISLAN,1TPT4XC,CO PILOT MASTER CAUTION WARNING PANEL MISSING FACE PLATE, , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1TPT586,"RAD ALT FAIL. AOP DETECTED, WORD 2, CODE: 8100. RADALT PARITY ERROR/ MSG EMPTY. RAD ALT FLIGHT DISPLAY INDICATOR NOT PRESENT. RADALT ALSO WON'T SELF TEST.", , , , , ,ATC S WIEDERKEHR
00246,AIMD NAS NORTH ISLAN,1TPT5SD,WORN BRUSHES ON TAIL ROTOR BRUSH BLOCK, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1TPT5SE,SCIR CHANGE: 1TPSRFG.  UPPER CENTER CONSOLE FACEPLATE DIMMING LIGHTS INOP, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1TPT5TG,AFCS CONTROL PANEL DEGRADED., , , , , ,AE3 L GUENTHER
00246,AIMD NAS NORTH ISLAN,1TPT61F,SCIR CHANGE: 1TPT5TI. #4 RELAY PANEL NOT SENDING VOLTAGE TO BASE STRUCTURE, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1TPT627,IPS DUCT CRACKED, , , , , ,LS2 A ABIGANIA
00246,AIMD NAS NORTH ISLAN,1TPT6CP,BLACK TAIL PADDLE PIVOT BEARING WORN OOL, , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,1TPT6CY,BRUSH BLOCK OOL., , , , , ,AE1 S RILEY
00246,AIMD NAS NORTH ISLAN,1TPT6TV,"CPLR FUNCTION DOES NOT WORK.  RESISTANCE FELT IN THE CYCLIC DURING RIGHT TURNS.  FULL ""TROUBLE T"" ON AFCS CUBES POPPED MULTIPLE TIMES DURING FLIGHT", , , , , ,AM2 A PINNOCK
00246,AIMD NAS NORTH ISLAN,1TPT6VA,COPILOT MISSION MISSION INOP, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1TPT7MW,SCIR CHANGE:  1TPT6ZM.  DTU TAMPERED. DTU DOES NOT COMMUNICATE IN PUTTY FREEZES AFTER SECOND COMMAND., , , , , ,AT1 C LOPEZ
00246,AIMD NAS NORTH ISLAN,1TPT7PW,STDB MLG  BRAKE LEAK OOL, , , , , , S SOLIZKENWRIGHT
00246,AIMD NAS NORTH ISLAN,1TPT7S7,EGI #2 INOP. GOES HNAV BUT RECEIVES NO HEADING, , , , , , E CULLISON
00246,AIMD NAS NORTH ISLAN,1U15CGT,"TRIM SWITCH NOT ENGAGING OR DISENGAGING TRIM. TRIM ENGAGED WIHEN PUSHING SAS1, SAS2, AUTO PILOT BUTTONS IN. REMAINED ON WHEN SECURIING THE OTHER AFCS PUSH BUTTONS.", , , , , ,X LI
00246,AIMD NAS NORTH ISLAN,1UFHBC1,"BIFILAR ABSORBER ASSY 0 INDICATOR IN WRONG LOCATION,REFER TO PQDR :RCN:R09848-23-0096", , , , , ,Y LI
00246,AIMD NAS NORTH ISLAN,1UFHOIZ,"SCIR CHANGE: IUVGGFF. CO-PILOT WEAPON FIRE COVER MISSING, REFER TO MCN: 1UVGGFG FOR FOD SEARCH.", , , , , ,ML CRENSHAW
00246,AIMD NAS NORTH ISLAN,1UFHYT3,"#2 ENGINE CALCUATED AT A 0.83 ETF. 4 X ATTEPMTS MADE, WATER AND SOAP APPLIED WITH SAME RESULTS", , , , , ,A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,1UFI96S,"PILOT C PWR IS SWITCHED TO ON ECS CUTS OFF AND ESC SHUTDOWN AND MASTER CAUTION INDICATIONS APPEAR , HOWEVER 1 CPWR & 2 C PWR INDICATIONS DOES NOT APPEAR", , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1UFIFD8,AFCS CONTROL PANEL HVR ALT CPLR INOP, , , , , ,AZ1 M NARCISO
00246,AIMD NAS NORTH ISLAN,1UFIGF4,"STAB AUTO DOES NOT WORK, WORKS IN MANUAL.", , , , , ,AE2 A PALACIOREYES
00246,AIMD NAS NORTH ISLAN,1UFIIT8,#2 STAB AMP FAN INOP, , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1UFIJ38,"AFCS COUPLER IS DEGRADED BELOW 30 FT. DIALING ALTITUDE BELOW 30 FT RESULTED IN ALTITUDE SETTING FLUCTUATIONS(5FT - 20 FT) AND AFSC DEGRADED CAUTION. AFCS DEGRADED CAUTION WITH CPLR AND ALT CUBES, AND RADALT SWAPPING TO BARALT. COULD NOT CLEAR CUBES UNTILT", , , , , ,AE2 Z WINTER
00246,AIMD NAS NORTH ISLAN,1UFIK0W,"FAILED 28 DAY INSPECTION, RECOMMEDED TO HAVE NEW CABLE. ASD HAVE TWO ON HAND.PN: 70700-77715-042", , , , , ,SI FERMINJIMENEZ
00246,AIMD NAS NORTH ISLAN,1UFIK2B,"FMCP LIGHTS: PUMP 1, DUMP/XFR OFF, XFR INT AUX, XFR EXT AUX INOP. BUTTONS SEEM TO WORK. ONLY ABLE TO TEST PUMP AND XFR INT AUX BUTTONS ON DECK.", , , , , ,AT1 S ERICKSON
00246,AIMD NAS NORTH ISLAN,1UFIKD7,FOUND 60 AMP BRUSH OUT OF LIMITS IN ACCORDANCE WITH NMH60-S-30-60-0115-280A-A. LIMIT IS 0.125 OR 1/8TH OF AN INCH., , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1UFIKJK,"YELLOW MAIN ROTOR BLADE OOL. CRACK GOING CHORDWISE, CAUSE FOR REJECTION", , , , , ,DC LINGAD
00246,AIMD NAS NORTH ISLAN,1UFIKLA,SCIR CHANGE: 1UFIK33. KEPT GETTING ACFS DEGRADED WITH THE CPLR CUBE POPPING.WE'D CLEAR IT BUT IT WOULD POP BACK UP AFTER SEVERAL SECONDS., , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1UFILZ3,SCIR CHANGE:  1UFID7X.  ORIGINAL:  1IIPFLG.  FUEL XFER WOULD NOT AUTO SHUT OFF., , , , , ,AE2 Z WINTER
00246,AIMD NAS NORTH ISLAN,1UFIMES,PORT MLG BRAKE WEAR INDICATORS OOL, , , , , , J BOPP
00246,AIMD NAS NORTH ISLAN,1UFIMT2,PMI: NOMENCLATURE: TAIL LANDING GEAR TIRE AND WHEEL ASSY. PART NUMBER, , , , , ,SI FERMINJIMENEZ
00246,AIMD NAS NORTH ISLAN,1UFINJ5,ROTOR PRESSURE GAUGE READS 0, , , , , ,AT1 S ERICKSON
00246,AIMD NAS NORTH ISLAN,1UFIO7P,YLLOW PITCH LOCK WILL NOT DRIVE  OUT, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1UFIO7S,"AFCS CONTROL PANEL NOT COMPATIBLE
***INCORRECT PANEL FOR AFCC COMPATIBILITY NEED 70902-21000-049***", , , , , , R THURMAN
00246,AIMD NAS NORTH ISLAN,1UFIO9T,AFT  SWASHPLATE SCISSOR WORN BUSHING, , , , , , A COLLINS
00246,AIMD NAS NORTH ISLAN,1UFIOH2,#3 HYD RESERVOIR LOW CAUTION DYSPLAYS WITH PUMP PROPERLY SERVICED, , , , , ,S DOUMBIA
00246,AIMD NAS NORTH ISLAN,1UFIOHR,AFT FIRE BOTTLE OVERBOARD DISCHARGE LINE WORN., , , , , , Z XIONG
00246,AIMD NAS NORTH ISLAN,1UFIOM9,"REMOVE AND REPLACE COMPONENT NOMENCLATURE MAIN MODULE ASSY; PART NO: 70351-38100-050;
SERNO: A342-00983", , , , , ,DT JONES
00246,AIMD NAS NORTH ISLAN,1V53C98,"MFR 2 BRICKED, FAILED TEST & CHECK UPON INSTALLATION. REFER TO PQDR RCN: R55146-23-0030", , , , , ,TH KIM
00246,AIMD NAS NORTH ISLAN,1V543FR,DURING FCF MAX POWER CHECK TRAINING #1 ENGINE ETF BELOW LIMITS AT .88, , , , , ,A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,1V54DWK,EGI #2 INOP. BIT STATUS DATA WORD 3: 5860. BIT CODES CALLS OUT INU MODULE FAIL AND INU NO GO, , , , , ,JM WARMINGTONHYLTO
00246,AIMD NAS NORTH ISLAN,1V54EU6,SCIR CHANGE:  1V54ELT.  SAS1 CUBE POPPED 1 MINUTE AFTER TAKEOFF. PERSISTED THROUGHOUT THE REST OF THE FLIGHT EVEN AFTERRESETING AFCC AND ACKNOWLEDGING CUBE. FLIGHT CONTROLS FELT NORMAL FOR THE REST OF THE FLIGHT., , , , , , A VICENTE
00246,AIMD NAS NORTH ISLAN,1V54FX1,"OBRP OOL, MORE THAN 70% APPEARS BRONZE,  CORROSION ABOVE AND BELOW BUSHING.", , , , , , E REINE
00246,AIMD NAS NORTH ISLAN,1V54H78,FMCP STUCK IN AUTO, , , , , ,AE2 S MORAN
00246,AIMD NAS NORTH ISLAN,1V54LH1,ONCE IN A COUPLED HOVER RADALT FLUCUATED BY 5 - 15 FEET AND THEN KICKED TO BARALT WITH AFCS DEGRADED. COULD NOT COMPLETE MAINTENANCE DIP., , , , , , J WOLF
00246,AIMD NAS NORTH ISLAN,1V54NAZ,BLUE/ BLACK TAIL ROTOR PADDLES WARPED DUE TO BING UNDER A LONG PERIOD OF EXTREME HEAT., , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1V54NMH,RED/YELLOW TAIL ROTOR PADDLES WARPED DUE TO BEING UNDER A LONG PERIOD OF EXTREME HEAT, , , , , ,P OCAMPO
00246,AIMD NAS NORTH ISLAN,1V54NTI,ORIGINAL:  1VBT1FV.  ORIGINAL:  1V54LIL.  BLADE DEICE EOT TEST FAIL.  NONE OF THE PRESCRIBED CAUTIONS DISPLAYED DURING THE ALLOTTED TIME WINDOW., , , , , , S LAMBERT
00246,AIMD NAS NORTH ISLAN,1V54OJ6,SEVERE CORROSION ON OUTBOARD RETENTION PLATE, , , , , ,AD1 D WILLIAMS
00246,AIMD NAS NORTH ISLAN,1V54OJ7,SEVERE PITTING CORROSION ON BLUE AND BLACK TAIL ROTOR PADDLE, , , , , ,DC LINGAD
00246,AIMD NAS NORTH ISLAN,1V54OJG,TAIL ROTOR BRUSH BLOCK BRUSHES OUT OF LIMITS, , , , , , C ROQUEFONTANEZ
00246,AIMD NAS NORTH ISLAN,1V54ONP,RAST PROBE FAILED OP-CHECK NEEDS TO BE REPLACED., , , , , ,MJ PLEASANT
00246,AIMD NAS NORTH ISLAN,1V54OSW,PITTING CORROSION ON MULTIPLE AREAS ON TAIL STRUT PISTON THAT ARE OUT OF LIMITS (LIMIT IS 0.005 INCHES)., , , , , ,JR DARGUE
